Price,Close,High,Low,Open,Volume
Ticker,2317.TW,2317.TW,2317.TW,2317.TW,2317.TW
Date,,,,,
2000-01-03,23.931800842285156,23.931800842285156,23.931800842285156,23.931800842285156,0
2000-01-04,12.682165145874023,12.784537287934075,12.121778240520223,12.272677680401635,100969038
2000-01-05,12.682165145874023,12.989281572054178,12.428230800474076,12.530601839766309,78951612
2000-01-06,12.682165145874023,12.989281572054178,12.375049822461687,12.735346123886412,94351308
2000-01-07,12.170309066772461,12.53060547265476,12.067936895032544,12.272681238512376,63538583
2000-01-10,12.428234100341797,12.63297733605624,12.067936600485297,12.272680938967847,71348563
2000-01-11,12.32652473449707,13.193363252440717,12.32652473449707,13.193363252440717,113739712
2000-01-12,13.04246711730957,13.04246711730957,12.272683015760729,12.47742738889028,105636792
2000-01-13,13.04246711730957,13.500483182486535,12.940096033513091,13.247212593207419,180292164
2000-01-14,12.530607223510742,13.295738741721513,12.530607223510744,13.193366555677505,75928603
2000-01-17,12.989282608032227,13.247207890735902,12.837719289836372,12.940091440061254,63291557
2000-01-18,12.940092086791992,13.144836397474641,12.83771993145067,13.091655412562806,36009878
2000-01-19,12.632977485656738,12.989285174708584,12.57979649289429,12.940093997017458,39957690
2000-01-20,12.735349655151367,12.784540832838788,12.477425424269317,12.784540832838788,26366721
2000-01-21,12.682165145874023,12.940090408006514,12.682165145874023,12.735346123886412,47431990
2000-01-24,12.530607223510742,12.940095967686776,12.530607223510744,12.940095967686776,31916914
2000-01-25,12.428234100341797,12.68216851316484,12.428234100341799,12.530605166814963,22894992
2000-01-26,12.477423667907715,12.682166877211019,12.375051511872078,12.428232497144597,47392321
2000-01-27,12.428234100341797,12.68216851316484,12.428234100341799,12.68216851316484,24439421
2000-01-28,12.579792976379395,12.784537260052982,12.42823077337003,12.42823077337003,47079264
2000-01-31,12.735349655151367,12.886913003284652,12.682168662392924,12.784540832838788,31397900
2000-02-01,12.579792976379395,12.886909401889776,12.53060181243901,12.83771823794939,84326933
2000-02-02,12.579792976379395,12.579792976379395,12.579792976379395,12.579792976379395,0
2000-02-03,12.579792976379395,12.579792976379395,12.579792976379395,12.579792976379395,0
2000-02-04,12.579792976379395,12.579792976379395,12.579792976379395,12.579792976379395,0
2000-02-07,12.579792976379395,12.579792976379395,12.579792976379395,12.579792976379395,0
2000-02-08,12.579792976379395,12.579792976379395,12.579792976379395,12.579792976379395,0
2000-02-09,12.682165145874023,13.247206834186668,12.682165145874023,12.886909429994127,304085414
2000-02-10,12.940092086791992,12.940092086791994,12.530603465426697,12.682166791197512,187384723
2000-02-11,13.807595252990723,13.807595252990723,13.091655149090302,13.091655149090302,344853284
2000-02-14,13.807595252990723,14.421162100842142,13.807595252990723,14.114711712833905,406964176
2000-02-15,14.577378273010254,14.625905573383493,13.807594465632938,14.06551863856093,241149462
2000-02-16,14.372636795043945,14.6259073177425,14.270264635391088,14.577380011581651,161401143
2000-02-17,14.217084884643555,14.5773812793193,14.217084884643555,14.217084884643555,125048123
2000-02-18,14.065520286560059,14.475008924311918,14.06552028656006,14.475008924311918,107253028
2000-02-21,13.091656684875488,13.553661366972154,13.091656684875488,13.553661366972154,87638759
2000-02-22,13.295737266540527,13.553662610872832,13.09165788637523,13.09165788637523,134753118
2000-02-23,13.909968376159668,14.21708375464887,13.34958137030826,13.500479734483376,215180424
2000-02-24,14.27026081085205,14.475005075284734,14.012336676288367,14.318787001239501,214266979
2000-02-25,14.318793296813965,14.72828200572011,14.27026708509089,14.372639262317426,206994478
2000-02-28,14.318793296813965,14.318793296813965,14.318793296813965,14.318793296813965,0
2000-02-29,14.625906944274902,14.679086827300583,14.270264271004706,14.475008585082342,134264876
2000-03-01,14.372636795043945,14.830651637048213,14.372636795043945,14.728279477395358,108432762
2000-03-02,14.42116641998291,14.62591078786599,14.372640205076806,14.475012389018346,83138031
2000-03-03,14.42116641998291,14.52353860392445,14.167895837193724,14.42116641998291,62989128
2000-03-06,14.318793296813965,14.421165474040501,13.96315055341128,14.114715014351637,68070596
2000-03-07,14.625906944274902,14.625906944274902,14.318790473158447,14.318790473158447,95097517
2000-03-08,15.035396575927734,15.088576462502765,14.523535756570853,14.625907920442229,171716614
2000-03-09,15.444221496582031,15.49806746320907,14.933026671773245,15.137771030498618,195730616
2000-03-10,15.498066902160645,15.85370964010966,15.19095037519057,15.600439077817335,181412129
2000-03-13,14.475007057189941,15.190946009032178,14.421161107988512,14.421161107988512,178226695
2000-03-14,14.577378273010254,14.728277720826933,14.06551863856093,14.679085451424605,174302792
2000-03-15,14.167890548706055,14.577378028853422,14.065518402977247,14.523533182685071,163459471
