Price,Close,High,Low,Open,Volume
Ticker,2303.TW,2303.TW,2303.TW,2303.TW,2303.TW
Date,,,,,
2000-01-04,18.78260612487793,18.941108267833044,18.227844601515468,18.544852105841347,332630460
2000-01-05,18.70335578918457,18.782606055766614,18.227844534445417,18.386348286025136,292754299
2000-01-06,18.307098388671875,18.70335616640532,18.227844902075766,18.70335616640532,248928848
2000-01-07,17.752336502075195,17.9900905202899,17.276826856437967,17.831586768674885,269228882
2000-01-10,18.227842330932617,18.38634606335126,16.959820517621566,16.959820517621566,380487972
2000-01-11,17.593828201293945,18.70335095729853,17.435326099870007,18.544847246667185,286306727
2000-01-12,18.0693416595459,18.0693416595459,17.51458332972482,17.593833600151893,181892693
2000-01-13,17.593828201293945,18.069336114773165,17.593828201293945,17.910835622556625,162467818922
2000-01-14,17.83158302307129,18.148590459712494,17.593829054797865,17.83158302307129,201569289
2000-01-17,18.227842330932617,18.46559953876821,18.148592073930917,18.38634606335126,150538291
2000-01-18,17.83158302307129,18.227840709665315,17.752332773118468,18.227840709665315,118179571
2000-01-19,17.593828201293945,18.069336114773165,17.593828201293945,17.831582158033555,131704223
2000-01-20,17.593828201293945,17.673081665817016,17.197572143130397,17.593828201293945,161466136
2000-01-21,17.990089416503906,18.22784342013116,17.831585674613923,17.910839154766634,146733969027
2000-01-24,18.544851303100586,18.70335504840246,18.22784381249684,18.22784381249684,280150047
2000-01-25,18.624101638793945,18.7033518888494,18.307094201742192,18.544848170323526,165332179
2000-01-26,19.8128719329834,19.892125409695986,19.020359694764604,19.020359694764604,509931527
2000-01-27,19.8128719329834,20.28838152880538,19.57511793967623,20.28838152880538,294787896
2000-01-28,19.099613189697266,19.495870985164466,19.02036291797016,19.495870985164466,220776993
2000-01-31,19.416622161865234,19.416622161865234,18.782608676297258,18.86186056314426,123849502
2000-02-01,19.49587059020996,19.733627837406384,19.178863072891918,19.733627837406384,138152648
2000-02-02,19.49587059020996,19.49587059020996,19.49587059020996,19.49587059020996,0
2000-02-03,19.49587059020996,19.49587059020996,19.49587059020996,19.49587059020996,0
2000-02-04,19.49587059020996,19.49587059020996,19.49587059020996,19.49587059020996,0
2000-02-07,19.49587059020996,19.49587059020996,19.49587059020996,19.49587059020996,0
2000-02-08,19.49587059020996,19.49587059020996,19.49587059020996,19.49587059020996,0
2000-02-09,19.733625411987305,20.12987993230837,19.575118454394268,20.12987993230837,205640473
2000-02-10,19.33736228942871,19.654369732285378,19.02035806498706,19.654369732285378,142264579
2000-02-11,19.416622161865234,19.81287676847612,19.25811838817123,19.495872439504193,248857310
2000-02-14,19.416622161865234,19.97138215137817,19.33736866581019,19.575122717143156,231418814
2000-02-15,19.416622161865234,19.575122717143156,19.178864892116184,19.416622161865234,132398164
2000-02-16,19.33736228942871,19.654369732285378,19.178858568000376,19.495866010857046,96313793
2000-02-17,19.099613189697266,19.258116951567313,18.861859156100113,19.178863461424367,169811146
2000-02-18,18.70335578918457,19.33736596787999,18.62410552260253,19.25811570129795,168258311
2000-02-21,17.593828201293945,18.544847246667185,17.593828201293945,18.544847246667185,204879305
2000-02-22,17.752336502075195,17.9900905202899,17.197576589838278,17.276826856437967,220926964
2000-02-23,17.43532943725586,17.752335309990862,17.43532943725586,17.752335309990862,94785922
2000-02-24,17.67308807373047,17.752338348573325,17.435332421577943,17.59383458047164,96072827
2000-02-25,17.83158302307129,17.83158302307129,17.514578804845044,17.752332773118468,131295083
2000-02-28,17.83158302307129,17.83158302307129,17.83158302307129,17.83158302307129,0
2000-02-29,17.83158302307129,18.148590459712494,17.83158302307129,18.069336991344713,93814074
2000-03-01,18.0693416595459,18.227845418815832,17.990091389118827,18.14859514838876,103782874
2000-03-02,17.67308807373047,18.227846434462403,17.59383458047164,18.227846434462403,77321238
2000-03-03,17.67308807373047,17.752338348573325,17.514584305628784,17.59383458047164,54058051
2000-03-06,17.514583587646484,17.831587892438797,17.435331706844444,17.831587892438797,79299876
2000-03-07,17.27682876586914,17.593834694926777,17.118328215152314,17.356082259643543,89830876
2000-03-08,17.19757652282715,17.435330540115434,17.11832625653626,17.276826789118036,83254277
2000-03-09,17.67308807373047,17.67308807373047,17.276828653476258,17.276828653476258,89730328
2000-03-10,16.959819793701172,17.910837319996528,16.959819793701172,17.910837319996528,121241490
2000-03-13,15.850301742553711,16.246557918290858,15.850301742553711,16.167309257876035,197750221
2000-03-14,16.088056564331055,16.167310056283373,15.37479444725569,15.533294994328493,192705540
2000-03-15,15.691795349121094,16.16730654223234,15.53329161808401,16.008802811195256,168651829
2000-03-16,15.295540809631348,15.6917986103713,14.661527362922657,14.661527362922657,249527376
2000-03-17,15.533292770385742,15.533292770385742,15.137035022605174,15.295538765400492,322737936
2000-03-20,15.057783126831055,15.057783126831055,15.057783126831055,15.057783126831055,19713548
2000-03-21,16.088056564331055,16.088056564331055,14.582277229020047,14.582277229020047,307675855
2000-03-22,16.246562957763672,16.642820865622753,15.85030665911297,16.088060760145066,233479025
2000-03-23,17.3560791015625,17.3560791015625,16.642813879457286,16.801317619749046,250847711
2000-03-24,17.19757652282715,17.514582415614136,17.11832625653626,17.514582415614136,178769243
2000-03-27,18.386350631713867,18.386350631713867,17.435332828530328,17.435332828530328,197371979
2000-03-28,18.78260612487793,19.020361753122337,18.544852105841347,19.020361753122337,277777118920
2000-03-29,18.624101638793945,18.861853998167796,18.46559792026807,18.861853998167796,153859273
2000-03-30,19.178865432739258,19.654376767225216,18.703358925877563,18.703358925877563,344904162
2000-03-31,18.70335578918457,19.178862216300274,18.62410552260253,19.02036168313619,164745578225
2000-04-03,18.70335578918457,18.70335578918457,18.70335578918457,18.70335578918457,0
2000-04-04,18.70335578918457,18.70335578918457,18.70335578918457,18.70335578918457,0
2000-04-05,19.49587059020996,19.733627837406384,18.941109044111275,18.941109044111275,227783546
2000-04-06,18.544851303100586,19.733626174449135,18.544851303100586,19.49586894728857,219765704
2000-04-07,18.386350631713867,18.861860337909647,18.2278468599126,18.703358175316403,161019549
2000-04-10,18.94110679626465,19.4958682765267,18.307096664493745,18.307096664493745,292980520
2000-04-11,18.544851303100586,18.861857184496582,18.465601039657404,18.782605311845646,132788196
2000-04-12,17.910844802856445,18.54485675193324,17.910844802856445,18.386352960059927,145425077
2000-04-13,17.27682876586914,17.435332535001955,16.9598244460195,17.118328215152314,219826704
2000-04-14,16.246562957763672,16.88057496665485,16.167314272766937,16.325813251968786,238392897
2000-04-17,15.454046249389648,15.454046249389647,14.899286233722371,14.899286233722371,181554560
2000-04-18,16.246562957763672,16.405066764590657,15.85030665911297,16.167314272766937,182132143
2000-04-19,15.771053314208984,16.642817646292755,15.69179981691764,16.642817646292755,132531715
2000-04-20,16.008804321289062,16.08805458507559,15.374792555750284,15.77105031151396,92166119
2000-04-21,15.374794006347656,15.691798309818342,15.295540516668115,15.295540516668115,130066568
2000-04-24,14.7407808303833,15.374794276071047,14.7407808303833,15.374794276071047,103420654
2000-04-25,15.533292770385742,15.533292770385742,14.503024879047084,14.582275141237014,166989715
2000-04-26,14.820033073425293,15.771050748057691,14.661526104633714,15.691797263661902,135289884
2000-04-27,15.374794006347656,15.374794006347654,14.820034061462085,15.216287026988574,144450010
2000-04-28,16.405059814453125,16.405059814453125,15.454042204022732,15.533292464652826,256423426
2000-05-01,16.405059814453125,16.405059814453125,16.405059814453125,16.405059814453125,0
2000-05-02,16.959819793701172,17.197573772973122,16.80131606804817,17.118323519354174,206859407
2000-05-03,16.16731071472168,16.880571251637704,16.16731071472168,16.801320974873715,156718656
2000-05-04,15.850301742553711,16.642815703235883,15.612547715269848,16.32580818791356,147635366
2000-05-05,16.801315307617188,16.801315307617188,15.533290387406895,15.691794105885988,166880357
2000-05-08,16.88056755065918,17.118324765656183,16.642813554077517,16.72206381346629,186385049
2000-05-09,16.88056755065918,16.88056755065918,16.88056755065918,16.88056755065918,0
2000-05-10,20.08550453186035,20.77023705573447,20.08550453186035,20.427871598401453,272766688
2000-05-11,19.629011154174805,19.74313455637714,19.28664416598324,19.51488775197247,128542577
2000-05-12,20.5419921875,20.5419921875,19.743136345721005,20.085501755733834,137950184
2000-05-15,19.97138023376465,20.770236151166763,19.85725841962378,20.770236151166763,93891704
2000-05-16,21.112600326538086,21.226723734339455,20.085500920780355,20.427867925768865,164745727
2000-05-17,21.91145896911621,22.367947831740132,21.56909191984627,21.68321212399224,231459124
2000-05-18,21.79733657836914,21.79733657836914,21.34084608492844,21.569092940856873,116993148
2000-05-19,21.569091796875,21.683212000370343,21.34084495305233,21.454968374963666,65075344
2000-05-22,20.656108856201172,21.340841221913614,20.656108856201172,21.11259924561975,88601490
2000-05-23,20.19962501525879,20.770234027624234,20.085501603577846,20.656110615943295,68995404
2000-05-24,19.857254028320312,19.971375817223883,19.514887052401935,19.629010450513167,78865786
2000-05-25,19.51488494873047,20.19962043596156,19.40076478133652,20.085497050152636,73734944
2000-05-26,19.743135452270508,19.857255641235888,19.286645041162235,19.4007684485432,76133555
2000-05-29,19.743135452270508,20.199624254170992,19.629012044889546,19.743135452270508,58958664
2000-05-30,19.743135452270508,19.743135452270508,19.743135452270508,19.743135452270508,0
2000-05-31,21.340843200683594,21.797333632428973,21.11260120322663,21.797333632428973,198036592
2000-06-01,20.770235061645508,21.340844102418043,20.770235061645508,21.2267255126794,63749675
2000-06-02,20.88435935974121,21.45496842457742,20.88435935974121,21.226726407850936,110559813
2000-06-05,20.99847984313965,21.112603266834686,20.770236214165617,20.99847984313965,56553474842
2000-06-06,20.99847984313965,20.99847984313965,20.99847984313965,20.99847984313965,0
2000-06-07,21.454965591430664,21.454965591430664,20.77023319483872,20.99847679063344,121034714287
2000-06-08,21.340843200683594,21.91145704496925,21.22672461576691,21.683210219888696,142517212
2000-06-09,21.569091796875,21.683212000370343,21.454968374963666,21.683212000370343,104072826
2000-06-12,21.226726531982422,21.79733560015549,21.226726531982422,21.683212177312864,65053942
2000-06-13,20.99847984313965,21.226726690529723,20.884359637860655,20.99847984313965,63218332335
2000-06-14,20.99847984313965,21.340845286600693,20.884359637860655,21.226726690529723,86123795335
2000-06-15,20.656108856201172,20.99847584366125,20.541990281865814,20.884355660118178,77502341
2000-06-16,20.427867889404297,20.656109876977336,20.313744481806083,20.656109876977336,74023227
2000-06-19,20.08550453186035,20.541995026720546,19.97138110354126,20.427871598401453,56947143
2000-06-20,19.857254028320312,20.427866191253493,19.857254028320312,20.427866191253493,46836049
2000-06-21,19.857254028320312,20.19962261344635,19.857254028320312,20.085499215335116,68767075
2000-06-22,20.427867889404297,20.541991297002507,19.629012082255784,19.743135489853998,88438051
2000-06-23,19.97138023376465,20.427870708744155,19.97138023376465,20.19962708046242,54476304
2000-06-26,19.51488494873047,19.857251887742272,19.40076478133652,19.857251887742272,68591403
2000-06-27,19.51488494873047,19.74313172034832,19.40076478133652,19.629008334539396,48848735
2000-06-28,19.857254028320312,19.971375817223883,19.514887052401935,19.514887052401935,72286370
2000-06-29,19.286643981933594,20.085499743687972,19.058402007330162,20.085499743687972,88622171
2000-06-30,19.51488494873047,19.74313172034832,19.058399451532203,19.40076478133652,96281055
2000-07-03,19.17251968383789,19.62900840099665,18.71602935747164,19.51488501480134,66417868
2000-07-04,18.716032028198242,19.400767615457518,18.716032028198242,19.172522419704425,63559477
2000-07-05,19.629011154174805,19.857254740164034,18.487790005813217,18.944278786999398,118081376
2000-07-06,18.94428062438965,19.28664603657923,18.94428062438965,19.17252423251604,61066181
2000-07-07,18.373668670654297,19.058404333278116,18.373668670654297,18.83015750319561,84751403
2000-07-10,18.259544372558594,18.487791191602795,17.803058780509293,18.373667782080695,85542807
2000-07-11,18.259544372558594,18.6019146011249,18.03130077193003,18.259544372558594,55118668
2000-07-12,18.259544372558594,18.487791191602795,18.259544372558594,18.373667782080695,45241873
2000-07-13,18.716032028198242,18.944278833159057,18.487790050860596,18.487790050860596,97722181
2000-07-14,19.05840301513672,19.172523203869247,18.716032793692403,18.83015620084051,111560104
2000-07-17,18.94428062438965,19.4007694498503,18.83015721111858,19.4007694498503,64027648
2000-07-18,18.601913452148438,19.05840223441763,18.487790049675347,19.05840223441763,42788685
2000-07-19,18.601913452148438,19.05840223441763,18.487790049675347,19.05840223441763,42788685
2000-07-20,17.803058624267578,18.48779102935179,17.803058624267578,18.37366762083125,76273538
2000-07-21,17.574811935424805,18.031300745213375,17.118326344051873,17.80305875413082,104710478
2000-07-24,17.118330001831055,17.46069547542196,17.118330001831055,17.346572041683494,64678920
2000-07-25,16.66183853149414,17.346571048686915,16.66183853149414,16.89008216748904,71126283
2000-07-26,17.004201889038086,17.346567268420145,16.661834900448305,16.661834900448305,78795369
2000-07-27,17.004201889038086,17.004201889038086,16.43359292340132,17.004201889038086,70315841
2000-07-28,17.460693359375,17.460693359375,16.547715655359266,16.661837466059243,75142542
2000-07-31,17.118330001831055,17.346572041683494,17.004206568092588,17.346572041683494,30183169
2000-08-01,16.890077590942383,17.46068974473233,16.890077590942383,17.34656634844976,37343367
2000-08-02,16.775962829589844,17.118329910563563,16.775962829589844,16.890083044303545,57964991
